,Customer,State,Coverage,Education,Job_Status,Gender,Income,Location,Civil_Status,Monthly_Price,Months_LastClaim,Months_SinceActivation,Number_Open_Complaints,Number_Insurances,Policy_Type,Sales_Channel,Car_Type,Car_Size
196,AZ62651,Oregon,Premium,High School or Below,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Web,Luxury SUV,Medsize
197,ZW25874,Oregon,Basic,Bachelor,Employed,M,53703,Rural,Single,67,3,45,2,1,Special Auto,Branch,Four-Door Car,Medsize
198,EH41854,Washington,Extended,High School or Below,Unemployed,F,0,Suburban,Single,96,12,35,1,2,Personal Auto,Branch,Two-Door Car,Medsize
199,MW70227,California,Extended,College,Employed,M,20396,Suburban,Married,76,15,60,1,4,Personal Auto,Branch,Four-Door Car,Medsize
200,SL22297,California,Premium,Master,Disabled,F,27679,Suburban,Single,150,30,28,0,3,Personal Auto,Call Center,SUV,Medsize
201,RV14138,Nevada,Extended,Bachelor,Retired,F,23904,Suburban,Single,123,1,67,3,1,Personal Auto,Agent,SUV,Medsize
202,UO62808,Arizona,Basic,High School or Below,Employed,F,65351,Suburban,Married,69,4,54,0,1,Corporate Auto,Call Center,Four-Door Car,Medsize
203,ZX64745,California,Basic,College,Unemployed,M,0,Suburban,Single,113,20,1,0,7,Personal Auto,Agent,SUV,Medsize
204,FL34139,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,0,54,3,7,Personal Auto,Call Center,Four-Door Car,Medsize
205,TS11219,California,Basic,College,Unemployed,M,0,Suburban,Single,116,14,35,0,2,Personal Auto,Agent,SUV,Medsize
206,XX12304,California,Basic,College,Employed,F,64459,Urban,Married,72,16,64,0,1,Personal Auto,Branch,Four-Door Car,Medsize
207,SD64087,California,Premium,College,Employed,M,32961,Suburban,Married,190,13,53,0,3,Corporate Auto,Branch,SUV,Small
208,OY38576,Oregon,Basic,High School or Below,Employed,F,71416,Suburban,Divorced,116,10,0,0,3,Corporate Auto,Agent,SUV,Medsize
209,BG76355,Washington,Extended,Bachelor,Employed,F,68964,Rural,Married,78,15,6,0,3,Personal Auto,Web,Four-Door Car,Medsize
210,IP66913,California,Extended,High School or Below,Employed,M,78108,Suburban,Single,98,12,34,0,1,Personal Auto,Agent,Two-Door Car,Small
211,LE95702,California,Basic,College,Retired,M,10621,Suburban,Single,67,28,22,0,5,Special Auto,Agent,Four-Door Car,Medsize
212,KX54357,Washington,Extended,College,Employed,M,84910,Urban,Married,95,4,69,0,2,Corporate Auto,Web,Two-Door Car,Small
213,EZ78112,California,Basic,High School or Below,Employed,F,77493,Urban,Single,70,2,35,0,3,Special Auto,Agent,Four-Door Car,Medsize
214,XN16891,Arizona,Basic,College,Employed,M,81097,Suburban,Divorced,74,7,67,0,1,Personal Auto,Agent,Four-Door Car,Small
215,XK31350,Oregon,Extended,College,Employed,F,96610,Suburban,Married,85,6,23,0,3,Corporate Auto,Call Center,Four-Door Car,Large
216,CC30924,Oregon,Premium,College,Employed,M,30110,Urban,Married,159,20,71,0,1,Corporate Auto,Agent,Sports Car,Small
217,IT78748,Oregon,Extended,High School or Below,Disabled,F,22081,Suburban,Married,84,1,9,0,6,Special Auto,Agent,Two-Door Car,Small
218,KY33386,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Web,Sports Car,Medsize
219,CO44221,California,Basic,College,Employed,M,98473,Suburban,Married,72,19,69,0,1,Personal Auto,Branch,Four-Door Car,Medsize
220,LK60013,Oregon,Basic,Bachelor,Employed,F,97431,Suburban,Married,74,1,72,0,3,Personal Auto,Branch,Four-Door Car,Medsize
221,DE21533,California,Basic,Bachelor,Employed,M,93870,Suburban,Divorced,69,1,96,0,8,Personal Auto,Call Center,Four-Door Car,Medsize
222,YS94121,Nevada,Basic,High School or Below,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Call Center,Four-Door Car,Small
223,UK68427,Washington,Extended,High School or Below,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Branch,Two-Door Car,Small
224,TE49565,Oregon,Basic,College,Disabled,F,16552,Suburban,Married,103,23,53,0,2,Personal Auto,Call Center,SUV,Small
225,RA88421,Oregon,Extended,College,Employed,F,26787,Suburban,Married,77,7,50,0,5,Personal Auto,Branch,Four-Door Car,Medsize
226,KQ51983,Nevada,Basic,College,Unemployed,M,0,Suburban,Single,74,2,42,0,9,Personal Auto,Branch,Two-Door Car,Medsize
227,CD88896,Nevada,Basic,High School or Below,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Agent,Four-Door Car,Medsize
228,YV22553,Arizona,Basic,High School or Below,Employed,M,21474,Urban,Married,114,13,72,2,9,Corporate Auto,Agent,SUV,Small
229,WU14435,California,Basic,Bachelor,Disabled,M,18174,Suburban,Married,66,8,16,0,9,Corporate Auto,Agent,Four-Door Car,Small
230,XV84099,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Call Center,Four-Door Car,Medsize
231,RI24911,Arizona,Basic,College,Employed,M,60920,Urban,Single,64,10,61,0,2,Personal Auto,Agent,Two-Door Car,Medsize
232,KO26461,Arizona,Extended,High School or Below,Employed,M,41520,Urban,Married,90,18,70,0,2,Personal Auto,Agent,Four-Door Car,Medsize
233,HI14283,Oregon,Premium,Bachelor,Unemployed,F,0,Suburban,Married,152,12,89,0,1,Personal Auto,Web,SUV,Small
234,PT50227,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Married,68,19,16,0,8,Personal Auto,Call Center,Two-Door Car,Medsize
235,BH36570,California,Basic,Bachelor,Employed,M,72208,Suburban,Married,73,3,84,0,8,Personal Auto,Branch,Two-Door Car,Small
236,TX17484,California,Basic,Bachelor,Employed,F,53863,Rural,Married,63,12,30,0,2,Personal Auto,Web,Four-Door Car,Large
237,CT41158,Washington,Extended,College,Employed,M,66446,Urban,Divorced,136,8,77,0,3,Corporate Auto,Branch,SUV,Large
238,AO87348,Washington,Basic,College,Unemployed,M,0,Suburban,Single,61,18,26,0,1,Personal Auto,Agent,Four-Door Car,Small
239,DE55857,Washington,Basic,Bachelor,Employed,F,64997,Suburban,Single,63,7,99,1,1,Personal Auto,Agent,Four-Door Car,Small
240,LF66923,Nevada,Basic,High School or Below,Employed,F,64460,Suburban,Married,66,18,42,0,3,Corporate Auto,Agent,Two-Door Car,Small
241,CN24514,Arizona,Basic,College,Employed,F,46618,Rural,Married,67,22,77,0,2,Personal Auto,Agent,Four-Door Car,Large
242,UW32074,Oregon,Basic,College,Unemployed,F,0,Suburban,Divorced,64,13,64,0,4,Corporate Auto,Branch,Four-Door Car,Small
243,HP36979,California,Extended,College,Employed,M,49988,Suburban,Married,84,6,37,5,5,Personal Auto,Web,Two-Door Car,Large
244,PP40919,California,Extended,College,Unemployed,F,0,Suburban,Single,91,2,8,5,1,Personal Auto,Agent,Two-Door Car,Medsize
245,RO73268,California,Extended,Bachelor,Disabled,M,16269,Suburban,Divorced,86,6,84,0,1,Corporate Auto,Agent,Two-Door Car,Medsize
246,HO61691,Arizona,Basic,Bachelor,Employed,F,72006,Suburban,Divorced,64,4,38,0,3,Personal Auto,Agent,Four-Door Car,Medsize
247,BS13062,Arizona,Extended,High School or Below,Unemployed,F,0,Suburban,Married,81,3,60,2,2,Personal Auto,Call Center,Four-Door Car,Small
248,FO35655,Oregon,Extended,Bachelor,Unemployed,M,0,Suburban,Single,245,34,83,0,1,Corporate Auto,Branch,Luxury SUV,Medsize
249,HR10526,California,Basic,Master,Employed,M,44320,Suburban,Married,67,13,79,0,2,Personal Auto,Call Center,Four-Door Car,Medsize
250,IA63417,Arizona,Premium,High School or Below,Retired,F,19782,Suburban,Divorced,108,13,66,0,1,Personal Auto,Web,Two-Door Car,Medsize
251,BH35016,Nevada,Basic,Bachelor,Employed,F,63933,Suburban,Divorced,70,35,98,0,2,Personal Auto,Call Center,Two-Door Car,Medsize
252,PK52952,Arizona,Basic,Doctor,Employed,M,28224,Suburban,Single,109,13,13,0,8,Personal Auto,Call Center,SUV,Medsize
253,OD76309,Washington,Basic,College,Retired,F,21073,Suburban,Divorced,106,25,54,1,3,Personal Auto,Agent,SUV,Small
254,IL28481,Oregon,Extended,Bachelor,Employed,M,63243,Urban,Married,77,21,73,0,3,Personal Auto,Call Center,Four-Door Car,Large
255,GY55092,Nevada,Extended,High School or Below,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Agent,SUV,Medsize
256,UF33451,Oregon,Extended,Bachelor,Employed,F,94827,Urban,Married,135,5,64,0,4,Personal Auto,Agent,SUV,Medsize
257,CF15558,California,Basic,Master,Employed,F,39161,Urban,Married,63,18,83,1,4,Personal Auto,Call Center,Two-Door Car,Small
258,JM62924,Washington,Extended,Bachelor,Employed,M,37534,Suburban,Married,84,2,0,2,2,Personal Auto,Branch,Four-Door Car,Medsize
259,EM66435,Oregon,Basic,Bachelor,Employed,F,80210,Rural,Divorced,65,30,28,0,1,Corporate Auto,Agent,Four-Door Car,Medsize
260,QX45933,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,62,32,59,0,2,Personal Auto,Agent,Four-Door Car,Small
261,JI71369,California,Basic,College,Employed,F,30110,Rural,Married,64,2,4,0,5,Personal Auto,Web,Four-Door Car,Medsize
262,JU93290,Arizona,Basic,College,Medical Leave,F,21708,Suburban,Divorced,68,28,77,0,2,Personal Auto,Web,Four-Door Car,Medsize
263,GU66096,Arizona,Basic,High School or Below,Employed,M,94731,Suburban,Married,67,23,65,0,4,Personal Auto,Agent,Four-Door Car,Medsize
264,UC33108,California,Extended,Bachelor,Employed,M,32375,Suburban,Married,83,17,83,0,6,Personal Auto,Agent,Four-Door Car,Small
265,LW93867,Oregon,Basic,College,Medical Leave,M,16531,Rural,Married,63,0,40,0,4,Corporate Auto,Web,Four-Door Car,Medsize
266,OU78470,Arizona,Extended,Master,Employed,F,32006,Rural,Single,94,28,7,0,2,Corporate Auto,Call Center,Four-Door Car,Medsize
267,XW90265,Arizona,Basic,Bachelor,Employed,F,81676,Suburban,Married,72,21,86,0,8,Personal Auto,Agent,Two-Door Car,Small
268,HS67749,California,Extended,College,Employed,M,71038,Rural,Married,86,15,56,0,3,Corporate Auto,Agent,Four-Door Car,Medsize
269,VZ51506,Arizona,Basic,High School or Below,Unemployed,F,0,Suburban,Single,103,20,43,0,1,Corporate Auto,Call Center,Sports Car,Medsize
270,UI64281,Nevada,Basic,Master,Medical Leave,F,20832,Rural,Married,65,8,32,0,2,Personal Auto,Call Center,Two-Door Car,Medsize
271,AE98193,Washington,Basic,High School or Below,Unemployed,M,0,Suburban,Single,113,19,10,0,7,Personal Auto,Branch,SUV,Medsize
272,AZ74055,Oregon,Premium,High School or Below,Employed,M,52405,Suburban,Married,103,2,27,0,1,Personal Auto,Call Center,Four-Door Car,Medsize
273,XS76911,Arizona,Extended,High School or Below,Unemployed,F,0,Suburban,Married,133,3,89,0,1,Personal Auto,Agent,Sports Car,Small
274,AY40674,Washington,Extended,Bachelor,Employed,F,26583,Suburban,Married,128,6,46,4,1,Personal Auto,Agent,SUV,Medsize
275,NA12740,Oregon,Basic,Master,Disabled,M,25486,Rural,Married,65,15,53,0,3,Special Auto,Web,Two-Door Car,Medsize
276,UA84837,Arizona,Premium,College,Employed,M,24065,Suburban,Divorced,111,30,1,0,5,Corporate Auto,Branch,Four-Door Car,Medsize
277,DJ51510,Arizona,Premium,High School or Below,Employed,F,70435,Rural,Married,116,0,50,0,4,Personal Auto,Agent,Four-Door Car,Medsize
278,VM58985,California,Extended,College,Unemployed,M,0,Suburban,Single,76,33,36,2,2,Personal Auto,Branch,Two-Door Car,Medsize
279,OH60605,Oregon,Extended,High School or Below,Employed,F,39679,Suburban,Married,92,2,85,0,1,Personal Auto,Branch,Two-Door Car,Medsize
280,UO98052,Nevada,Extended,College,Unemployed,M,0,Urban,Single,89,13,45,0,5,Personal Auto,Web,Four-Door Car,Medsize
281,NC53424,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,69,21,70,4,3,Personal Auto,Web,Two-Door Car,Medsize
282,LQ13873,Nevada,Basic,High School or Below,Employed,M,53565,Suburban,Married,71,27,34,1,6,Personal Auto,Agent,Four-Door Car,Small
283,LA97014,Washington,Basic,Bachelor,Employed,M,37574,Suburban,Married,66,19,14,1,1,Personal Auto,Agent,Two-Door Car,Medsize
284,NB79936,Washington,Premium,Bachelor,Employed,M,48259,Rural,Single,108,14,79,0,3,Personal Auto,Branch,Two-Door Car,Medsize
285,NT89061,Arizona,Extended,High School or Below,Employed,F,78532,Suburban,Married,78,25,87,0,3,Personal Auto,Call Center,Four-Door Car,Medsize
286,AF10970,Arizona,Basic,Bachelor,Employed,F,96163,Suburban,Married,73,23,90,0,3,Corporate Auto,Call Center,Four-Door Car,Medsize
287,ZG48513,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,72,0,86,0,7,Personal Auto,Agent,Four-Door Car,Medsize
288,JQ59145,California,Basic,High School or Below,Unemployed,M,0,Suburban,Married,114,9,72,1,5,Personal Auto,Agent,Sports Car,Medsize
289,FE84989,Washington,Basic,College,Employed,M,72672,Urban,Married,63,7,39,0,5,Personal Auto,Call Center,Four-Door Car,Large
290,JT52858,Oregon,Premium,Bachelor,Employed,F,99002,Suburban,Married,112,33,75,1,8,Personal Auto,Branch,Four-Door Car,Medsize
291,MC62068,California,Extended,High School or Below,Employed,M,79494,Urban,Married,91,19,30,0,3,Personal Auto,Agent,Four-Door Car,Large
292,EU27538,Oregon,Extended,Master,Employed,M,35704,Rural,Married,225,21,35,0,8,Personal Auto,Branch,Luxury Car,Medsize
293,RH42306,Arizona,Basic,Bachelor,Unemployed,F,0,Suburban,Single,71,6,5,0,3,Corporate Auto,Web,Four-Door Car,Small
294,US23612,Oregon,Premium,High School or Below,Disabled,F,26049,Rural,Married,118,17,6,0,6,Personal Auto,Call Center,Two-Door Car,Large
295,WV76014,Arizona,Basic,Doctor,Employed,M,70125,Rural,Single,64,21,77,0,1,Special Auto,Branch,Four-Door Car,Medsize
296,RK96223,California,Basic,College,Employed,M,52369,Suburban,Married,110,34,49,1,2,Personal Auto,Agent,SUV,Medsize
297,MF82000,Washington,Basic,Bachelor,Unemployed,F,0,Rural,Married,66,25,51,2,1,Special Auto,Branch,Four-Door Car,Medsize
298,FM46980,Arizona,Basic,College,Employed,M,41770,Suburban,Married,72,0,60,0,9,Personal Auto,Branch,Four-Door Car,Small
299,SY56792,Oregon,Premium,High School or Below,Unemployed,M,0,Suburban,Divorced,101,16,88,0,8,Corporate Auto,Web,Four-Door Car,Medsize
300,RF61565,California,Basic,College,Employed,M,31911,Suburban,Married,67,33,27,0,1,Personal Auto,Agent,Four-Door Car,Medsize
301,IM94808,Nevada,Basic,Bachelor,Employed,M,70051,Rural,Married,68,15,69,0,8,Corporate Auto,Web,Four-Door Car,Medsize
302,VI14730,Oregon,Basic,High School or Below,Retired,M,19683,Suburban,Married,117,17,41,1,9,Personal Auto,Web,Sports Car,Medsize
303,YR34119,Washington,Basic,College,Employed,F,30916,Rural,Married,112,7,65,0,2,Personal Auto,Agent,SUV,Small
304,RR77985,Oregon,Extended,Bachelor,Unemployed,F,0,Suburban,Single,80,24,95,0,1,Personal Auto,Call Center,Four-Door Car,Medsize
305,VC22097,Washington,Basic,College,Unemployed,F,0,Suburban,Divorced,118,14,64,0,4,Corporate Auto,Agent,SUV,Medsize
306,WV17090,California,Basic,Bachelor,Unemployed,M,0,Suburban,Married,116,0,45,0,2,Corporate Auto,Call Center,SUV,Medsize
307,TM23514,Oregon,Extended,College,Employed,M,60145,Urban,Single,132,8,28,0,3,Personal Auto,Web,SUV,Medsize
308,MQ68407,Oregon,Premium,Bachelor,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Agent,Four-Door Car,Medsize
309,GJ59592,California,Basic,Bachelor,Employed,F,25134,Suburban,Married,67,3,0,0,6,Corporate Auto,Call Center,Four-Door Car,Small
310,FY56083,Oregon,Basic,Bachelor,Employed,M,37057,Rural,Married,61,5,48,1,6,Personal Auto,Agent,Four-Door Car,Small
311,UA94723,Oregon,Basic,High School or Below,Employed,F,58577,Urban,Married,110,6,62,0,1,Personal Auto,Agent,SUV,Medsize
312,FW91032,California,Basic,High School or Below,Employed,M,85857,Rural,Married,73,3,19,0,6,Corporate Auto,Agent,Four-Door Car,Medsize
313,DE34457,Oregon,Basic,Doctor,Employed,F,70602,Urban,Married,116,8,47,0,3,Personal Auto,Call Center,SUV,Small
314,HD32044,Oregon,Premium,Master,Employed,F,33816,Suburban,Divorced,106,10,97,2,3,Corporate Auto,Branch,Four-Door Car,Medsize
315,HH30454,Oregon,Premium,Bachelor,Unemployed,M,0,Suburban,Single,153,7,75,0,2,Personal Auto,Branch,SUV,Medsize
316,AH84063,Oregon,Extended,College,Employed,F,89642,Rural,Married,121,11,20,4,1,Corporate Auto,Call Center,SUV,Medsize
317,QA17596,California,Extended,Bachelor,Employed,F,60068,Suburban,Married,98,17,75,0,1,Personal Auto,Agent,Two-Door Car,Small
318,XI41052,California,Extended,Bachelor,Employed,F,50044,Suburban,Single,139,16,14,0,1,Personal Auto,Call Center,SUV,Medsize
319,DI30528,California,Basic,Master,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal Auto,Web,Four-Door Car,Large
320,SC66359,Arizona,Basic,College,Employed,F,50653,Rural,Married,110,29,42,0,1,Corporate Auto,Agent,SUV,Small
321,EN61670,Arizona,Basic,Doctor,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Branch,Four-Door Car,Medsize
322,DQ10761,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,73,14,39,1,1,Corporate Auto,Branch,Four-Door Car,Medsize
323,BQ51587,California,Basic,College,Unemployed,F,0,Suburban,Single,73,1,22,0,5,Personal Auto,Call Center,Four-Door Car,Medsize
324,JE21522,California,Extended,Bachelor,Employed,M,39266,Suburban,Married,80,33,31,0,2,Personal Auto,Branch,Four-Door Car,Medsize
325,WS47147,California,Basic,College,Unemployed,M,0,Suburban,Married,102,35,48,0,2,Personal Auto,Branch,SUV,Medsize
326,ZA64638,Nevada,Extended,High School or Below,Unemployed,F,0,Suburban,Single,98,24,11,1,2,Personal Auto,Web,Four-Door Car,Small
327,EW38459,Nevada,Basic,Bachelor,Employed,F,40864,Rural,Married,65,2,75,0,1,Corporate Auto,Web,Four-Door Car,Medsize
328,QW87316,Oregon,Basic,College,Employed,F,39035,Urban,Divorced,68,15,65,0,1,Personal Auto,Agent,Four-Door Car,Medsize
329,IC43478,California,Extended,Bachelor,Employed,M,34923,Suburban,Single,98,23,82,0,2,Personal Auto,Call Center,Two-Door Car,Medsize
330,TE34064,California,Basic,High School or Below,Unemployed,M,0,Suburban,Single,63,1,56,0,1,Personal Auto,Agent,Four-Door Car,Medsize
331,WU60905,California,Basic,High School or Below,Unemployed,F,0,Suburban,Married,111,27,36,0,9,Corporate Auto,Web,SUV,Medsize
332,YM18992,California,Basic,College,Employed,F,24506,Suburban,Divorced,71,7,47,0,1,Personal Auto,Agent,Two-Door Car,Medsize
333,PD55753,Oregon,Extended,High School or Below,Unemployed,M,0,Suburban,Married,82,25,63,0,2,Personal Auto,Call Center,Four-Door Car,Medsize
334,KU56006,Arizona,Basic,College,Employed,F,52220,Suburban,Married,70,17,42,1,5,Personal Auto,Call Center,Four-Door Car,Small
335,MJ69973,Arizona,Basic,High School or Below,Unemployed,M,0,Suburban,Married,74,17,73,0,1,Personal Auto,Call Center,Two-Door Car,Medsize
336,TW43626,California,Basic,College,Employed,M,53554,Suburban,Married,67,6,5,0,2,Personal Auto,Agent,Four-Door Car,Large
337,XX84133,California,Basic,Bachelor,Employed,M,34476,Rural,Married,67,23,49,1,3,Corporate Auto,Call Center,Four-Door Car,Medsize
338,ZW84453,Arizona,Basic,Bachelor,Unemployed,F,0,Rural,Married,70,1,11,0,5,Personal Auto,Web,Four-Door Car,Medsize
339,HO29524,California,Extended,College,Employed,M,68205,Rural,Married,76,35,14,0,1,Personal Auto,Branch,Two-Door Car,Medsize
340,VE89726,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,119,6,48,1,8,Personal Auto,Branch,SUV,Medsize
341,GE87503,California,Premium,High School or Below,Employed,M,53690,Suburban,Married,154,20,97,0,2,Personal Auto,Call Center,SUV,Small
342,PX90263,Oregon,Basic,High School or Below,Unemployed,M,0,Suburban,Single,72,2,22,0,5,Personal Auto,Branch,Four-Door Car,Medsize
343,NI17718,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,61,28,31,0,1,Personal Auto,Web,Four-Door Car,Medsize
344,FY32213,California,Basic,High School or Below,Employed,F,74454,Suburban,Single,71,25,29,0,3,Personal Auto,Call Center,Four-Door Car,Medsize
345,RZ13254,Nevada,Basic,Bachelor,Unemployed,F,0,Suburban,Single,73,23,91,0,2,Personal Auto,Branch,Four-Door Car,Large
346,GN45013,Oregon,Basic,High School or Below,Medical Leave,M,29664,Suburban,Married,71,1,69,0,3,Personal Auto,Agent,Four-Door Car,Medsize
347,UB16654,Washington,Basic,Master,Disabled,M,15680,Urban,Divorced,64,20,29,0,8,Personal Auto,Web,Four-Door Car,Medsize
348,KU84464,Nevada,Extended,Bachelor,Employed,F,47272,Rural,Married,79,17,17,3,2,Personal Auto,Call Center,Four-Door Car,Medsize
349,YH43527,Oregon,Extended,College,Employed,F,21585,Suburban,Married,92,35,61,0,1,Corporate Auto,Agent,Four-Door Car,Medsize
350,RO30676,California,Premium,College,Disabled,F,23827,Rural,Married,106,18,77,2,3,Personal Auto,Agent,Four-Door Car,Medsize
351,QL59704,Arizona,Basic,College,Employed,F,69906,Urban,Married,74,34,32,2,2,Corporate Auto,Branch,Four-Door Car,Medsize
352,QH19450,California,Basic,High School or Below,Unemployed,F,0,Suburban,Single,72,7,77,0,1,Corporate Auto,Call Center,Four-Door Car,Small
353,HR85211,Washington,Basic,Master,Employed,F,89879,Rural,Married,63,17,20,0,3,Personal Auto,Web,Two-Door Car,Medsize
354,UV54502,Washington,Basic,High School or Below,Unemployed,F,0,Suburban,Married,69,9,89,0,1,Personal Auto,Branch,Four-Door Car,Large
355,WB38524,California,Basic,High School or Below,Employed,M,46131,Suburban,Married,74,27,28,0,1,Personal Auto,Branch,Two-Door Car,Small
356,CE56187,Oregon,Basic,Master,Employed,F,54514,Urban,Divorced,109,5,36,3,1,Personal Auto,Branch,SUV,Medsize
